text,Label,Sentiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen @KrisEriksen77 I'm ready for it, nothing like the holiday season and an overreaching (pro-anti-science) government",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@brianlilley If you don't think there is a problem with what's happening to Canada in regards to our Covid response then you are also part of the problem. Wake up.,covid/pandemic,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@mr_raiderMD @HansSars @EricTopol @ScienceMagazine You could simply compare Canada vs. the USA.

Here are two countries that are almost identical from a cultural and demographic standpoint, yet one country has had mask mandates while the other deals with Covid case rates that are 4x higher than the other on a per capita basis.",precaution,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@DinardoGiustino @sunlorrie So, which articles did you find objectionable? The series I wrote about famine-like conditions in Madagascar? Or the feature I wrote about the rise of the incidence of TB among Inuit in Canada? Or maybe you didn't like the stories about vaccine inequity? Enlighten me.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen @sarahbeth345 Because it is not about health,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@freyagovus Thanks for the reply. I really dont want to cancel my vacation. Even if i have to take a few covid tests while im there it should be all good i hope,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen Nazi Germany had a 'Gesundheitspass' as well. A ''Health Pass'. Think about that for a second.,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7 Available evidence indicates that authorized COVID-19 tests continue to be effective in diagnosing COVID-19 infection.,covid/pandemic,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1/7 Genetic variations of viruses""î such as the virus that causes COVID-19""ï are common. That's why Health Canada has systems in place to quickly and effectively respond to any necessary changes to health products.",variant,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4/7 Vaccination remains one of the most effective ways to protect our families, communities and ourselves against COVID-19.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3/7 Health Canada is working with its international partners and manufacturers to assess the potential impact of the #Omicron variant of concern on approved test kits, vaccines and treatments, and will work with manufacturers to address any concerns.",variant,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5/7 If it is necessary to modify existing vaccines, Health Canada has a pathway that allows for an efficient review, while maintaining the same high standards for safety, efficacy and quality before approving.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@elliebrown_2 @craiglg1 @Into_TheWilds @Evie73362734 @BBCBreaking I work in a Canadian hospital, in 10 years I've never seen the ICU full because of obese people, smokers, drug addicts or extreme sport enthusiasts. I am seeing 2 people per 1 person room because of Covid and they're 90+% unvaccinated.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen @sarahbeth345 See? It's working!

 §™ §™ §™ òÇ",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RodKahx We need to see them everywhere in Canada.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen Science,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GovGone Said the same to some Canadian maskers and vax segregation supporters. They don't even acknowledge it. Some are too arrogant to admit it. Some are too proud to deny it.,precaution,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Chuck_zw Immunization is not mandatory in Canada""®""Immunization""ù is not mandatory in Canada. According to the Canadian National Report on Immunization, 1996 (pg. 3), vaccination cannot be made mandatory in Canada due to the Canadian Constitution.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@nnabros Aren't we there already? I saw passengers being turned back from train stations and airports for Interprovincial trips - two days ago for lack of vaccine carrificate. Transport Canada has began implementing this.,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@thereds8 Dude that literally already exists here except they called it vaccine passports.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen @sarahbeth345 Compliance got you here. If you let tyrants know you're a slave at heart, they remember.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MelissaLMRogers 4,000 they will admit to!",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Zuby215 People will then fall in like and take the jab  òÇ,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Larry50Love @CTVNews You're an insane person.

You can lick the boot of government all you want. The rest of us do not have to.

The vaccine only provides protection for the person who receives it. Vax'd spread the virus, too. 

You have no argument FOR forcing people to take it.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GrittyNurse I never get asked for it. Only time was when I flew on Air Canada,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen @sarahbeth345 Canadians have the misfortune of living next to the US. They'd willingly walk into gas chambers as long as they could look down their noses at barbarian Americans and continue to feel superior. Joke's on you, Canada! But, seriously, I feel for your plight.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@GrittyNurse That needs to be asked. I predict the usual response ""we are closely monitoring""ù"" ",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@StephFarrel @brianlilley Probably not, since none of what you just said is true.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@craiglg1 @Into_TheWilds @Evie73362734 @BBCBreaking My Canadian province is 80% fully vaccinated, my hospital's ICU has steadly been over normal capacity and over 90% of patients are unvaccinated. If the rest of us followed their lead the entire system would have collapsed by now.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@WinnieOmo Honestly! Had to get a letter from the Canadian high commission, you should have seen me weeping at the airport, the place I've called home for 5 years wouldn't let me go back  èΩ"" ∏è",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@_danchu @nameshiv @RapSheet I am a liberal, leftist, provaxx Canadian. Rodgers got fined for breaking covid protocols. Rodgers is a dumbass and an asshole. AB is getting suspended for committing a felony by providing a forged federal document to the league.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen Yep, it has nothing to do with health.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@kevindunbar666 @sunlorrie What country are these 200 complications,Canada? What country is the 23,000,000 doses administered, Canada? What country is 5,000,000 Covid deaths in, Canada?  Are you talking world wide or Canada,either way your numbers are way out to lunch, you should take gr 5 math over   § ""ç‚ôÇÔ∏è § ""ç‚ôÇÔ∏è",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen Tyranny in full effect,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@CascadeTessa @BizDirector @CPHO_Canada YET ANOTHER #LIAR...  #BOT  #CLICKFARM,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@nailsog @Buttersunity It's almost impossible to move to Canada unless you have citizenship or $$$$.  Even before COVID.,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen I don't believe 86% are vaxxed,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Larry50Love @CTVNews You're not sorry. You're bitter, scared, dimwitted and compliant. If YOU want the vaccine twice a month forever that is your choice. YOUR CHOICE. There is zero reason at this point to be vaxing everyone as it's blindingly obvious that the vax is faulty at best.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen $ciency $science(TM),others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Timothy_Lewis @mr_raiderMD @HansSars @EricTopol @ScienceMagazine Except for the fact US has 9x population in same area. So  not a controlled trial at al,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flying within Canada and *nobody* is asking for proof of vaccination.  How's that, thought it was mandatory??? @JustinTrudeau @GovCanHealth @celliottability @CPHO_Canada",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RodKahx Since the beginning we usually follow the same trends than Europe but one month later. I guess the fun will start in Canada during the Xmas break.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen @KrisEriksen77 We said that the vaxxines would change nothing and that freedom would not be the outcome, we where called conspiracy theorists, seems we where completely correct.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@PatrickBatty @StephenMoore Show me your papers before you tweet again Canadian,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen @RDeckard_2049 Yep, keep complying and they'll keep going. This is a pandemic of the brainwashed, ignorant and just plain stupid.",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@IANFREE613 Totally retweetable!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryck_nancy 5 eyes are no longer partnering with Canada because Trudeau won't toss Huawei.  What does THAT tell you?,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@SmartCentres @Malfara15 @ItsDeanBlundell @DRPS Fantastic program. More commercial property owners need to follow your lead. Class act @SmartCentres !,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland I am a Syrian refugee by ethnicity, married and born of 3 children. I want resettlement to Canada. Please make me happy. My situation is difficult",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland I am a Syrian refugee by ethnicity, married and born of 3 children. I want resettlement to Canada. Please make me happy. My situation is difficult",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ElijahSchaffer In Canada our military was found guilty of conducting a psyop on Canadians to promote the covid narrative that supported restrictions, lockdowns and vaccines. Even after they were ordered to stop they continued. Governments around the globe are at war with their own citizens.",government,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@BosleyCarlos33 @thereds8 Australia is having massive protests of upwards of almost a million people in each major city. Unfortunately, Canada is weak and people are complacent here, no offense to anyone who's actually fighting this.",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland am from Syria, residing in Jordan, and in need of asylum in Canada. I am tired of difficult health and financial conditions. I am in pain when I see my children because I cannot provide them with food.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland Please help those Iranian-Canadian DRAFTEES that are affected by US #212a3B visa/entry ban, THEY ARE NOT STAFF MEMBERS. They have been forced to do their mandatory service in IRGC during #peace.
#Waive_Visa_Ban_For_IRGC_Drafted_Men
@JustinTrudeau
@POTUS",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JustinTrudeau @cafreeland wow and do you really think the Canadian people are going to believe what you and her tell us ? NOT,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@realblueapple @marlene_paul007 Stepping down not good enough . Prison! When is it Tam Man's turn and the rest of medical Mafia who participated.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JustinTrudeau @cafreeland Maybe your finance minister can take some economics lessons before the big day. The Liberal govts love of MMT and associated garbage theories is making Canada largely irrelevant on the global scene. We pay the price for your ignorance.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen And they all keep complying and allowing it  ôÑ,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GovCanHealth IS IT COVAXIN THE VACCINE THAT GOES AT THE VIRUS . IS IT COVAXIN THE ONE APPROVED BY WHO ..IS IT THE ONE OVER 100 MILLION PEOPLE HAVE TAKE AND NO DEATH OR SEVERE SIDE AFFECTS ..IS THAT HOW YOU ARE HELPING,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Sue_Innovates First rule of Canadian Pandemic Management is we don't talk about Atlantic Canada.,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen @sarahbeth345 It's all about imposing restrictions and not at all about percentages, cases, virus, or other.  It's just the love of power by those naturally predisposed to be petty tyrants.",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@mr_raiderMD @dav5 @HansSars @EricTopol @ScienceMagazine Even still, you could compare Chicago to Toronto or North Dakota to Saskatchewan... it doesn't matter because the equivalent demographics and geographies in the USA have numerous times the Covid infections in both examples.

The primary difference was facemask mandates in Canada.",precaution,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryck_nancy Ever notice how Canada is ""òleft out' of most international events, not even getting a mention in passing?",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JustinTrudeau You are a cancer to Canada. Resign in disgrace,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@jasonwoody @kosentrade @woerndl @jordanbpeterson Changing goal posts has been constant throughout. We were told, unequivocally, that vaccines would produce herd immunity. They have failed to do so and nobody is questioning the real possibility of full vaccine resistance by giving the virus a chance to evolve in vaxxed people.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@GovCanHealth You don't say?  Why do all the variations in the Delta and Omicron appear in the spike protein?

Is it because you forced the entire country to use a vaccine which offered ZERO immunity and produced an antibody for only the alpha spike protein?  

You're a disgrace!",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@dmthedm @hwinkler4real Gas prices are up GLOBALLY.  Has nothing to do with Biden.  And Canada wouldn't let US in,  so we don't have open borders.  And what mandates?  Economy will need to adjust globally because of worldwide shutdown due to Covid.",economy,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen @ShadyCrossing And EVERYONE is in masks.,precaution,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@skrymir42 @EricTopol @TheLancet i was just trying to figure this chart out myself.  it looks like they go from 1 dose AZ straight to a half dose mRNA booster?  am I reading that right?  just about everyone in canada wants to know.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JustinTrudeau The Best Way for Canadian Economy to Turn Around IS For PMJT to RESIGN! No more BS or LIES!,government,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@KSinNE @EricTopol @TheLancet I think it's 2 doses of AZ or 2 doses of Pfizer.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen and it getting more confusing everyday .. don't know what to believe anymore "" ",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JustinTrudeau @cafreeland March on comrades. To the new normal Soviet-Canada wasteland.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland At least come out and say you're intentionally destroying Canada, some people might respect the honesty. To keep up this bs that you're actually trying and screwing up this bad is pathetic.",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr Suzuki,
What are your thoughts on covid internment camps happening in Australia?  Would you like to see this happen in Canada?  

@DavidSuzukiFDN",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@iamvikeshtiwari That's an inspiring story ""  I would love to be a part of the growth of TexAu in sales . I have worked as an account executive for digital marketing company and a SAAS startup just before Covid and helped them scale in US, Europe and Australia. I am based out of Vancouver, Canada",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Santino82595628 That's my question. If you want to travel within canada, do they need 2 doses? Or is the 2 dose requirement because other countries they may fly to require it?",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@jasonwoody @VariantOmicron_ @Kristy91808800 @JustinTrudeau Are you incapable of finding this data?  èΩ"" ∏è UAE, Portugal, South Korea, Singapore, Gibraltar to name a few.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JustinTrudeau @cafreeland Try one year of living on a budget amd owning spending in canada. No foreign aid and definitely no money to your friends at the UN,economy,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland Try one year of living on a budget (its what us poors do, that you are claiming to be working for). No spending outside of Canada, no foreign aid, no money to your friends at the UN, and no printing cash",economy,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen @lsferguson It all makes no sense. It's BULLCRAP.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@BoutilierGerry @RockyLum @BBCBreaking @cmclymer Aw isn't  that brilliant  your  all safe now ,how am I surving  this long without  an  experimental  heart  attack  causing substance  and working  in construction  and no cutbacks in my  social  contacts",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland You've shown your financial incompetence, you've admitted your financial incompetence, now resign. You can't even bargain trade for potatoes. Canada is losing trust from its allies due to your love affair with China. You are a security risk to our national sovereignty. Resign.",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@livelaughcarrie thank you íõ oh gosh i'm so sorry to hear that, that's awful! i really hope they get in touch with you soon. i really think the world will look back on how non-covid treatments were dealt with and hang their heads' in shame ò£",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Santino82595628 It is but the proof of vaccination is put out by each province. If the local proof of vax for Quebecers requires 1 dose, isn't that proof just rolled into the federal one for travel?",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@PatrickBatty @StephenMoore Worry about Canada. Y'all are fucked. Lol,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@tgintp @EffieGib @dockaurG Oh really?!? I didnt know that""  then again i want the Sputnik Vax here in canada""  so figured its a ""ò location' issue.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@terrykitchener @JustinTrudeau @cafreeland Pre-Covid 43 year record low unemployment, lowest teen unemployment ever lowest poverty highest median average wage best tourism TSX 
Ranking Canada #1 in Quality of life five years in a row up from Harpers 19 

Yeah driving the economy into the ground give your Con head a shake!",economy,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@InRodWeTrustMTL Oh there's much more. JT wanting to use the Chinese vaccine""  Canada is flirting with the PRC for a long long time and hasn't taken defense at all seriously.",government,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GDubz_85 @elliebrown_2 @craiglg1 @Into_TheWilds @Evie73362734 @BBCBreaking Obese - smokers - elderly etc are the ones in the hospital with covid.,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MercedesGlobal @TheWestBlock I would like you to address the elephant in the rroom...
Why was there no T Cell immune testing when covid first got to Canada... it's not a good look on the governments when they ban something that would prove natural immunity and how long it lasts.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen If 86% of Canadians were vaccinated there would be absolutely no need to vaccinate 5-year-olds it's just that simple. In the true sense the government is not releasing factual numbers on who is vaccinated in Canada. It's much lower than what they're stating,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau NO to mRNA drugs, period.

But if you get us Novavax, after I have watched it for long enough to see if it's safe, I might allow that.

The Pfizer/Moderna are dangerous, and do not work. You were scammed, idiot.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@coriander_sun @ramriot @NoLore a skeptic. But it's what so many people don't want to hear. Especially those who don't want to take responsibility for their health. Look at an excess death chart from Canada compared to other years. It's negligible. But live in fear if you choose. Seems like a good crutch.,covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@davemeltzerWON COVID related perhaps?  ò  í™‚úùÔ∏è íô‚òÆÔ∏è,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen And we also have an exponential increase in number of covid cases from last year regardless of the vaccine. so what's really going on?,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GovCanHealth @CPHO_Canada ALL travellers which includes travellers within Canada and the US regardless of vaccine status and/or citizenship. The only temporary foreseeable exemption would be a person travelling via private vehicle within Canada who hasn't left the country (in the last 14 days).,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GeoffyPJohnston @sunlorrie The problem with socialism is you eventually run out of other people's money..,economy,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@MackenzieKatro @DanielBechtel7 @Noteethworld I'm enjoying reading your responses to a person I muted a long time ago; one was so good I briefly unmuted him to see what he'd said!  

But...on today's front page, ""Dallas vigil awaiting JFK Jr. resurrection.""  

THAT'S how looney-tunes things are getting around here.   òÆ",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GovCanHealth @CPHO_Canada ALL travellers which includes travellers within Canada and the US regardless of vaccine status and/or citizenship. The only temporary foreseeable exemption would be a person travelling via private vehicle within Canada who hasn't left the country (in the last 14 days).,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@PatrickBatty @StephenMoore "" and yet the Canadian snowbirds flock to Florida.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen These are not the droids you're looking for.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen But Delta and the new one"" ",variant,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANADA, will all those that died ""of"" COVID please stand up. Crickets.

Will all those that died ""with"" COVID please stand up. Night of the Living Dead.",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@mor10 I've been putting off for two years. I'm hoping for some normalcy by summer 2022. Might have to go regardless to see aging parents. I think traveling with Covid could be here for years to come.,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@PatrickBatty @StephenMoore I met different Canadians - some were nice, some not so, but they all had one thing in common - they were smart. Are you really Canadian?",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@ryangerritsen Does this fall under the safe or the effective description?  §î § ""ç‚ôÇÔ∏è",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@JennniferWest @hwinkler4real Thank you - Covid Shutdowns - another Biden disaster.,covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@bthubbard Unfortunately I've to be in Portland by tomorrow evening

With the constant issues with the new covid variant I've had to really trim down the time I was going to spend in Canada",variant,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@PatrickBatty @StephenMoore Canadian weighs in with the usual negativity that comes from living in a socialist country Stay locked down, show your Covid passports to be in public and leave freedom to the free",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen BS..anyone what's BS òâ?,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@PatrickBatty @StephenMoore Nobody cares what a canadian cuckold thinks about America   ∫  ∏.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@GovCanHealth COVAXIN APPROVAL 
ONLY VACCINE GOING AFTER WHOLE VIRUS WHILE YOU TELL PEOPLE TO TAKE VACCINE MRNA VACCINE AND HOPE IT COVERS SOME OF THE VIRUS SPIKES ..ARE YOU REALLY READING DATA OR IS THIS JUST A JOKE TO YOU ALL",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JesusTruth1 @MarroniDean @PearSpheroid @earthisaglobe @Michael98410246 @garethkett @ChickenQuantum @LiquidLight89 @Earth_is_FLAT_ @ExPenguin95 @keigh_see @JoeEason1 @doctorbuttons @badibulgator @telohno @JMichaelsonUT @DMR2cor520 @PrismPrime @Tobga_ @JohnnyD_cm @MichaelSteidel @ZoomDi @AstroYogi101 @LaikaAndYuri @ReillyOToole1 @jameswzegan85 @Trilluminarian @spotarse @CallMeEOnly @PTroubleshooter @AiNaTow @TheEarthIsFlat2 @_Casaxova @SurferCosmic @Kev_in_Canada @FlatEarthD @Capt_Scorch @MaidelK @AustralisPiper @_hiddenagenda @noah_nonsense @Captainswoop1 @TakeThatDarwin @KayeTatton @CubeSteve @IEAffiliate @boston_hoax @FactsAreTrumps @R_OG_2021 @Judah_Slave I just treat it as any other medicine.

Is that not hard to do?

Why are you so focused on covid?

You trust the same government in doing literally everything else.

You trust the same government in public transport, in housing, in garbage disposal.
They^ don't want to kill you.",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JesusTruth1 @MarroniDean @PearSpheroid @earthisaglobe @Michael98410246 @garethkett @ChickenQuantum @LiquidLight89 @Earth_is_FLAT_ @ExPenguin95 @keigh_see @JoeEason1 @doctorbuttons @badibulgator @telohno @JMichaelsonUT @DMR2cor520 @PrismPrime @Tobga_ @JohnnyD_cm @MichaelSteidel @ZoomDi @AstroYogi101 @LaikaAndYuri @ReillyOToole1 @jameswzegan85 @Trilluminarian @spotarse @CallMeEOnly @PTroubleshooter @AiNaTow @TheEarthIsFlat2 @_Casaxova @SurferCosmic @Kev_in_Canada @FlatEarthD @Capt_Scorch @MaidelK @AustralisPiper @_hiddenagenda @noah_nonsense @Captainswoop1 @TakeThatDarwin @KayeTatton @CubeSteve @IEAffiliate @boston_hoax @FactsAreTrumps @R_OG_2021 @Judah_Slave If your local garbage man doesn't want to kill you, that means that doctors most definitely won't be trying to kill you either.

If they did, they would lose their job.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@japantimes And Japan, with its very long history of ignoring parental rights and supporting kidnappers, is the only country to do this.  Children of Japanese parents?  No issue -- you could come any time since the start of COVID.  Parent of Japanese children w/ custody? No entry.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JustinTrudeau @cafreeland am from Syria, residing in Jordan, and in need of asylum in Canada. I am tired of difficult health and financial conditions. I am in pain when I see my children because I cannot provide them with food.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GovCanHealth we do not need another mrna shot then next variant ohh let us change vaccine a little more ok another shot ohh another mutation ok 100 days later another shot ohh another mutation 100 days later another shot ..are u kidding u think we this dumb,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@GovCanHealth @inder_qa2 June-30 ???? #vaccigen in the name of #COVAXIN the vaccine 130million administered and approved in 120+ countries, WHO APPROVED"" .. with no side effects and better efficacy""  awaiting for 5-6 months"" .",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@RicksterFern It's okay buddy. A lot of the people I know were coerced the same way and they're all pissed about it. Proud that you held out for as long as you did.  ëç,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen Same leadership,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@LincolnWatchman One of my cousin's husband owns a Canadian Toy Company. Where they have historically done business in Hong Kong/NewYork/Toronto they travel frequently for trade fairs et al. They both got Covid and were very ill. He started a mask company in Collingwood Ontario after.,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@canteach My recollection is Canada ordered enough vaccine for 5 times our population. Letting vaccines expire is criminal. Someone could easily model this so very few if any vaccines expire.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@joeecollins3 @JoeBiden Dems seem to support gang violence bc they keep passing stupid laws to make America more violent and dysfunctional. We have the same stupidity from the Liberals in Canada.More gun crime? They eliminated minimum mandatory sentences bc the people arrested are 'victims of society.',others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Hybrid5903 @wildplumbay @glen_mcgregor Go whine elsewhere. We get it you hate Canada. Move to Florida, Karen",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Sarah_in_Canada @canadiangirls99 That is so sad.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@thealso Portland is great though. It and Portsmouth, NH were my two last trips before Covid",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've heard a lot of crazy sh$and but today @630CHED on @ShayeGanam #talkradio might take the cake. COVID testing for arriving travellers in Canada onboard the aircraft  ò≥Can you imagine the hysteria when someone tests positive! What a great idea  ôÑ. Pack a parachute!,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen And what was our herd immunity before the vaccines? 30%? 60%? Seems like we ruined that bridge. And how did we get rid of SARS the first time? I'm pretty sure we did nothing. So why is it we changed our position? Obviously for the money. Biggest wealth transfer in history.,vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
